content,score,cleaned_text
"Mau beli makanan dan jajan karna lagi nggak enak badan lewat go mart tapi drivernya nggak ada yang Nerima, jelek banget, padahal kalau dipikir aku selalu ngasi tip ke mereka. Tolong deh perbaiki ini, masa iya puluhan bahkan ratusan driver nggak ada masuk notifnya makin malah susah mau mesan sesuatu kalau di bilang sabar terus aku bahkan nunggu dari jam 5-8 malam ni Karna nggak ada yang mau. Ampun dah",1,beli makan jajan karna nggak enak badan go mart drivernya nggak nerima jelek banget pikir ngasi tip tolong deh baik iya puluh ratus driver nggak masuk notifnya susah mesan bilang sabar nunggu jam malam ni karna nggak ampun dah
"Aplikasinya sih oke, tapi kl order food dengan metode pengiriman normal kok jadi pengantaran yg ke dua ya. Saya kan bayar normal. Kasihan drivernya jd dapat ongkirnya sedikit, yg masuk ke Gojek jd bnyk dong ya. Menang banyaaakkk dooonggg...",3,aplikasi sih oke kl order food metode kirim normal antar yg ya bayar normal kasihan drivernya jd ongkirnya yg masuk gojek jd bnyk ya menang banyaaakkk dooonggg
Limit pay latter asik bolak balik diblokir padahal pembayaran lancar dan pemakaian bagus tidak ada menyalahi syarat dan aturan serta ketentuan dan kadang pemakaian juga nominal kecil tapi itu pun paylatternya bolak balik di blokir sistemnya makin lama makin buruk gojek performa nya makin rusak banget serta limit pay latternya ga bisa digunakan untuk pembayaran scan qris paylatternya masih banyak kekurangannya.,1,limit pay latter asik bolak blokir bayar lancar pakai bagus salah syarat atur tentu kadang pakai nominal paylatternya bolak blokir sistem buruk gojek performa nya rusak banget limit pay latternya ga bayar scan qris paylatternya kurang
"tolong dong sampein ke para driver, kalo emang belom siap buat jalan, gausah dinyalain aplikasinya! customer udah nunggu lama, drivernya masih diem ditempat aja. estimasi driver sampe 5menit, tapi driver dateng lebih dari 5 menit. giliran di cancel, malah dapet driver yang makin jauh!",2,tolong sampein driver kalo emang bom jalan gausah dinyalain aplikasi customer udah nunggu drivernya diem tempat aja estimasi driver sampe menit driver dateng menit gilir cancel dapet driver
Adanya gojek kegiatan sy lebih mudah. Tp tolong diperbaiki seminggu ini sptnya ad masalah dgn aplikasi gojeknya. Sy sering pesan gofood kdg2 dpt 2 driver trs diaplikasi msh muter mencari driver. Tapi udh dpt driver. Trs pernah pesanan tiba2 hilang sndiri. Tolong diperbaiki. Sy Kasian sm driver gojek nya. Thx,1,gojek giat sy mudah tp tolong baik minggu sptnya ad dgn aplikasi gojek sy pesan gofood kdg dpt driver trs aplikasi msh muter cari driver udh dpt driver trs pesan hilang sndiri tolong baik sy kasi sm driver gojek nya thx
"Seringkali rute yang diambil gak efisien daripada berangkat sendiri. Gak butuh setengah jam buat saya berangkat pakai kendaraan pribadi, tapi begitu naik gojek, butuh waktu lebih dari setengah jam buat sampai. Bukannya lewat jalan besar, justru masuk-masuk ke gang perkampungan yang saya sendiri gak tau. Dan juga, saya ga bisa login pakai nomor yang sudah terdaftar. Harus masukkan PIN gopay padahal saya ga pernah pakai gopay apalagi buat PINnya. Terpaksa saya pakai nomor lain untuk daftar ulang",3,seringkali rute ambil gak efisien berangkat gak butuh jam berangkat pakai kendara pribadi gojek butuh jam jalan masukmasuk gang kampung gak tau ga login pakai nomor daftar masuk pin gopay ga pakai gopay pin paksa pakai nomor daftar ulang
always dikasih driver yg jauh.. dan maps gak sesuai dgn rumahku.. padahal ada jln raya yg lebih dekat.. tp driver d arahkan k rel kereta yg ad portalnya.. driveenya jadi muter2... apa ganti aplikasi sj ya.,2,always kasih driver yg maps gak sesuai dgn rumah jln raya yg tp driver d arah k rel kereta yg ad portal driveenya muter ganti aplikasi sj ya
"Tolong kalo ada driver diajarin pelayanan yg bener. Saya pesen Goride sama driver-nya didiemin doang, posisi driver juga diem doang, udah nunggu setengah jam lebih ujung2nya malah di-cancel sama dia, kalo misalnya gk bisa ambil orderan suruh ngomong ke pelanggan, saya sebagai pelanggan mau kok yg nge cancel orderannya biar rating driver gk minus, kalo gini kan saya yg rugi, nunggu lama hujan2an, ujung2nya malah di-cancel.",2,tolong kalo driver diajarin layan yg bener sen goride drivernya didiemin doang posisi driver diem doang udah nunggu jam ujung nya dicancel kalo gk ambil order suruh ngomong langgan langgan yg nge cancel order biar rating driver gk minus kalo gin yg rugi nunggu hujan an ujung nya dicancel
"Udah 2 kali pesen gocar, udah stengah perjalanan menuju lokasi jemput si driver bilang lagi bawa penumpang dan minta dibatalkan, padahal lagi buru buru, kalo ga bisa kenapa ga bilang dari awal gitu loh, terus saya ga ngerti ko bisa ya nerima orderan padahal lagi bawa penumpang, padahal baru 2x loh kaya gini tapi udah bikin saya ragu buat pesen gocar lagi, takut kaya gitu lagi, udah ditunggu2 malah minta cancel",4,udah kali sen gocar udah stengah jalan lokasi jemput si driver bilang bawa tumpang batal buru buru kalo ga ga bilang gitu loh ga ngerti ko ya nerima order bawa tumpang x loh kaya gin udah bikin ragu sen gocar takut kaya gitu udah tunggu cancel
"Menu cancel terlalu mudah , membuat kami pelanggan mudah sekali mengancel driver ,. Banyaknya tingkat pembatalan sepihak , cuma karena fitur cancel terlalu gampang . Tolong di perbaiki",1,menu cancel mudah langgan mudah mengancel driver banyak tingkat batal fitur cancel gampang tolong baik
"Kenapa ya sekarang sistem gojek semakin buruk? Saya pesan gocar dicancel sampai 3 kali. Kemudian ada yang tersambung tapi tidak ada update perjalanannya di aplikasi. Kemudian saya dapat 1 driver yg dapat pesanan atas nama saya, tapi saya tidak memesan driver tersebut. Sampai saya dimaki gara² cancel orderannya, padahal saya tidak order driver tersebut. Mohon itikad baiknya untuk Gojek.",1,ya sistem gojek buruk pesan gocar dicancel kali sambung update jalan aplikasi driver yg pesan nama mes driver maki gara cancel order order driver mohon itikad baik gojek
"Gjeknya sudah bagus ngasih promo2nya, hanya saja titik tujuan kdg ngga sesuai berubah sendiri , sekarang kok gofoodnya biaya pengiriman pelayanan bisanya cuma 13rb skrg 23rb naiknya banyak bener yaa.. Pdhl order sama yg biasanya jd males pesen gofood skrg. Balikin sprti semula donk",3,gjeknya bagus ngasih promo nya titik tuju kdg ngga sesuai ubah gofoodnya biaya kirim layan bisa rb skrg rb naik bener yaa pdhl order yg jd males sen gofood skrg balikin sprti donk
Ngeselin mau bayar tagihan pay later tepat waktu malah trobel. Habis gitu besoknya denda 50. Rb. Tolong perbaiki sistemnya. Padahal aku cek udah versi terbaru untuk pembayaran di hp ku satunya karena di hp lain juga gagal terus karena jaringan katanya. Padahal aplikasi yg lain lancar internetnya. Klo kaya gini gak lagi pake gojek deh.,3,ngeselin bayar tagih pay later trobel habis gitu besok denda rb tolong baik sistem cek udah versi baru bayar hp ku satu hp gagal jaring aplikasi yg lancar internetnya klo kaya gin gak pake gojek deh
"Ga profesional semua,semua driver terutama go car,anya terima orderan yang jauh aja,jarak 1km atau 2km susah nya minta ampun,bahkan ga di terima karna ongkosnya murah,padahal harga yg nentukan dari pihak go carnya, profesionalitas nya NOL BESAR....kecewa",1,ga profesional semuasemua driver go terima order ajajarak km km susah nya ampunbahkan ga terima karna ongkos murahpadahal harga yg nentukan go carnya profesionalitas nya nol besarkecewa
"Kenapa gojek sekarang jarak jauh/dekat sama aja tarif nya mahal, lalu klo drivernya telpon ke kita gk bisa diangkat apalagi gk ada notifikasi telponnya jadi kesulitannya disitu untuk mengetahui sudah sampai/blom, apakah semua customer juga mengalami hal seperti itu atau hanya saya saja.",1,gojek jarak jauhdekat aja tarif nya mahal klo drivernya telpon gk angkat gk notifikasi telpon sulit situ sampaiblom customer alami
"awal awal dikasih murah sampai 5rb doang padahal lumayan jauh, truss beberapa kali setelah itu langsung melonjak lagi harganya dan ga ada diskon, tapi membingungkan deket dan jauh harganya ga beda jauh, kan rugi kalo deket tetep mahal juga",4,kasih murah rb doang lumayan truss kali langsung lonjak harga ga diskon bingung deket harga ga beda rugi kalo deket tetep mahal
"Sekarang tidak bisa diandalkan, mulai dari cari driverl lama, dpt driver yg udah jalan tiba² cancel, harus nyari lagi nunggu lama lagi, cari dari jam 6.30 full kendala sampai jam 8.30 sedangkan harusnya berangkat kerja jam 07.00🤣 layanan terburuk🤫",1,andal cari driverl dpt driver yg udah jalan tiba cancel nyari nunggu cari jam full kendala jam berangkat kerja jam  layan buruk
"Jangan tertipu dengan harga murah. Itu trik marketing kotornya gojek Ketentuan dan sistemnya jadul dan tidak sesuai dengan regulasi perlindungan konsumen Indonesia. 1. 2 kali saya order taksi bandara, driver minta rubah tujuan. Tujuannya sama ke bandara tapi rute beda. Harga naik 40rb dan lebih mahal 20rb dari tarif grab. Alasan driver, sistem gojek kasih rute yg lama untuk drive 2. Harga resto beda jauh dengan aslinya. Beda 19 ribu. Kejadian malam ini 3. Pusat bantuan ga seinteraktif grab",1,tipu harga murah trik marketing kotor gojek tentu sistem jadul sesuai regulasi lindung konsumen indonesia kali order taksi bandara driver rubah tuju tuju bandara rute beda harga rb mahal rb tarif grab alas driver sistem gojek kasih rute yg drive harga resto beda asli beda ribu jadi malam pusat bantu ga interaktif grab
Saya sangat kecewa sekali sebagai pengguna lama aplikasi ini..pas sya pakai go plus malah semua Promo tdk ada dan malah aplikasi tmn sya yg ga pakai go plus lebih hemat..percuma dong sya pakai go plus perbayar..sya SANGAT KECEWA..ISI LAPORAN DI APLIKASI SAJA TDK ADA TANGGAPAN..,1,kecewa guna aplikasi inipas sya pakai go plus promo tdk aplikasi tmn sya yg ga pakai go plus hematpercuma sya pakai go plus perbayarsya kecewaisi lapor aplikasi tdk tanggap
"Kenapa setiap mau pesan gofood pas di sesi ingin check out selalu loading ya? Lama lagi, padahal udah pakai wifi + kuota. Kurang lebih sudah mau 1 tahun begitu terus, padahal sering beli makan pakai gofood walaupun gak ada dapat voucher diskon.",3,pesan gofood pas sesi check out loading ya udah pakai wifi kuota beli makan pakai gofood gak voucher diskon
"Layanan goride, gofood, gosend dan gomart saya puas. Namun Gocarnya banyak driver yg mengecewakan: tidak gerak, menjauh, tidak bisa dikontak meski pakai gocar prioritas, penumpang butuh kepastian apakah perlu order ulang atau menunggu atau mencari alternatif lain. Sorry, better pakai mybluebird jadwal saya terukur, kendaraan lebih bersih, serta driver ga belagu. Mungkin perlu di review system kemitraan yg saling menguntungkan.",3,layan goride gofood gosend gomart puas gocarnya driver yg kecewa gerak jauh kontak pakai gocar prioritas tumpang butuh pasti order ulang tunggu cari alternatif sorry better pakai mybluebird jadwal ukur kendara bersih driver ga belagu review system mitra yg untung
"Makin kesini Tiap pesen gocar selalu susah cari drivernya, begitu dapet driver malah banyak alasan dan kendala.. Titik nya jauh lah, ga bs di hubungi lah, Minta di cancel dengan alesan yg sesuai permintaan driver, malah nyuruh customer yg cancel krn ga mau cancel dr drivernya.. Management nya gimana nih?? Akhirnya mending pakai aplikasi lain, lebih cepet dpt driver dan lebih ramah drpd driver gocar..",2,kesini sen gocar susah cari drivernya dapet driver alas kendala titik nya ga bs hubung cancel alesan yg sesuai minta driver nyuruh customer yg cancel krn ga cancel dr drivernya management nya gimana nih mending pakai aplikasi cepet dpt driver ramah drpd driver gocar
"Kalo ngiklan di game tu yg bener dong!!! Ganggu orang main game aja lu!!! Tiap ada iklan diklik silang selalu ga bisa, selalu di arahin ke aplikasi, bikin game nya ngulang dari awal, aplikasi ga jelas!!! Udah mah promo dikit, mahal mahal, ngiklan aja juga ga becus bikin kesel aja!!!!!",1,kalo ngiklan game tu yg bener ganggu orang main game aja lu iklan klik silang ga arahin aplikasi bikin game nya ngulang aplikasi ga udah mah promo dikit mahal mahal ngiklan aja ga becus bikin kesel aja
"Tolong dong, ini kenapa ya drivernya kalau di mode hemat susah dapet driver, baru dapet langsung di cancel terus. Saya merasa sangat kecewa dengan pelayanan gojek yang sekarang, padahal kalau dulu gampang dapet drivernya",1,tolong ya drivernya mode hemat susah dapet driver dapet langsung cancel kecewa layan gojek gampang dapet drivernya
"Biasanya saya pesan gocar aman-aman aja tujuan dan pembayarannya, ini pas dah di cek tujuan dan pembayaran agar sesuai dengan yg diinginkan, malah berubah saat dipesan. JADI TOLONG YA JANGAN SAMPAI SEPERTI INI LAGI, SAYA JADINYA HARUS PESAN 2 KALI GOCAR AGAR SAMPAI KE TUJUAN, Makasih",1,pesan gocar amanaman aja tuju bayar pas dah cek tuju bayar sesuai yg ubah pes tolong ya pesan kali gocar tuju makasih
"respon CSnya lama bgt, ngga responsif, tidak ada penyelesaian masalah, sangat buruk, penumpang menunggu lama 30 menit, driver menolak untuk mengantar tp tidak mau cancel, seharusnya kalau driver tidak bergerak ke arah penumpang dalam waktu 10 - 20 menit dicari driver pengganti yang mau pick up penumpang",1,respon csnya bgt ngga responsif selesai buruk tumpang tunggu menit driver tolak antar tp cancel driver gerak arah tumpang menit cari driver ganti pick up tumpang
"Saya ganti hp tapi malah dipersulit login di hp baru, ribet banget sampe 15x verifikasi wajah gagal mulu, capek tau bolak balik gagal login, saya cuma mo belanja, ada saldo saya disitu, tolong lah dipermudah caranya, no hp saya masih yg lama, kok gini banget aplikasinya, balikin kaya dulu hanya pakai no wa, no hp, email, pin, pake wajah saya kaga bisa, ribet",1,ganti hp sulit login hp ribet banget sampe x verifikasi wajah gagal mulu capek tau bolak gagal login mo belanja saldo situ tolong mudah no hp yg gin banget aplikasi balikin kaya pakai no wa no hp email pin pake wajah kaga ribet
"Aplikasinya bagus banget, tapi saya mau kasih saran buat ditambahkan fitur pesan ulang gojek yang sama, kayak Jadi gojek langganan gitu. Dulu saya pernah nyoba mau langganan sama salah satu driver gojek buat anter pulang cuman sayangnya udah lost contact ;-;. Ditambahkannya fitur ini bisa ngebantu banget buat aku, jadi gak harus nungguin dulu yg lama buat mesen, segitu aja buat curahan hati kecilku hehe, overall semuanya udah bagus. Sekian terima gaji 🙏",4,aplikasi bagus banget kasih saran fitur pesan ulang gojek kayak gojek langgan gitu nyoba langgan salah driver gojek anter pulang cuman sayang udah lost contact tambah fitur ngebantu banget gak nungguin yg mesen segitu aja curah hati kecil hehe overall udah bagus sekian terima gaji 
Habis ini mau saya uninstal. Pesan gocar 1jaman. Udah sabar nunggu supaya nggak mengecewakan driver. Eh udah nunggu lama malah di cancel2 terus. Dan riwayat drivernya juga ga ada klo driver yg cancel. Padahal perjalanan cuman sekitar 30menit. Lebih lama nunggunya. Kecewa banget si,1,habis uninstal pesan gocar jaman udah sabar nunggu nggak kecewa driver eh udah nunggu cancel riwayat drivernya ga klo driver yg cancel jalan cuman menit nunggunya kecewa banget si
"Verifikasi wajah selalu gagal jelas jelas muka sama, kamera bagus, terverifikasi gopay plus kenapa ga bisa log in dari tgl 8 sampai sekarang ? Di coba terus berkala tetep ga bisa lama lama capek juga ! Verifikasi pin harus nya udah cukup, kalo masih kurang tambahin pake otp dan input nik ktp itu udah cukup aman ! Kalo pakai vermuk silahkan tapi di perbaikin dong sistem nya ! Masa muka sama ga bisa log in ! Busuk banget pelayanan gojek cuma perihal vermuk gagal aja lambat ! TOLOL",1,verifikasi wajah gagal muka kamera bagus verifikasi gopay plus ga log in tgl coba kala tetep ga capek verifikasi pin nya udah kalo tambahin pake otp input nik ktp udah aman kalo pakai vermuk silah perbaikin sistem nya muka ga log in busuk banget layan gojek perihal vermuk gagal aja lambat tolol
